OBJECTID,FacilityID,SourceID,SourceOID,FromPosition,ToPosition,FromCumul_Length,FromCumul_DriveTime,ToCumul_Length,ToCumul_DriveTime,Shape__Length
68,2,3,1714417,0.0662866328238709,0.216321117914077,,1,,1.06074836287508,48.7039254877088
69,4,3,1958313,1,0.488539967652325,,4.18196300179976,,4.73767148738597,441.010673369944
70,10,3,2500386,0,1,,1.45055076326722,,1.57350276326722,229.335627614014
71,7,3,588784,1,0.72483608923557,,4.75145874792985,,5,65.8393330113456
72,11,3,1303566,0.424045298862346,0.262865139424273,,2.59768973079531,,2.67610645724448,104.916093878105
73,14,3,2088671,1,0,,4.63722718987379,,4.72880218987379,24.5133957182728
74,4,3,1187613,1,0.889254077884534,,1.27841929634263,,1.40541972968475,33.9061316061925
75,14,3,2404537,1,0.695056406907382,,2.45738600818118,,2.68439699684868,182.266159633471
76,12,3,1844182,0.0858321243933896,0,,3.33581113403766,,3.33931308471291,9.37382287462843
77,6,3,1193245,1,0,,1.5622235555695,,1.5769085555695,19.578297637977
78,1,3,1134261,0.310616263677887,0.0690774722812785,,2.07877067139773,,2.37042586354364,385.893815585934
79,8,3,2072324,0.489402462102924,0.53888923230434,,1.22002724459396,,1.22569150031121,7.525222825045
80,15,3,1407101,0,0.830734966592444,,3.75612996415978,,3.77216896415978,21.4452415009298
81,8,3,1569255,0.585928926151852,0.730495916914397,,2.76426197381264,,2.89465272546101,174.307404690543
82,5,3,135032,0.0376907803407659,0.483875035708002,,0.147014459039889,,0.500448608506917,470.873433357278
83,12,3,857579,0.337067452064,0.433381655905887,,2.84817866760761,,3.01268236462751,131.774868509683
84,12,3,849642,1,0,,2.00887077998361,,2.29458677998361,229.504294826513
85,11,3,590033,0.803729443666466,0.673473104996477,,0.788338529658477,,1,169.624841070579
86,13,3,81675,0.647542498409429,0.578870253056821,,3.14176758654745,,3.19703116396149,44.3195334413843
87,2,3,419433,0.449679854365755,0.713652661006853,,0.631185246806185,,0.733530935587426,136.707585045032
88,14,3,302998,0.980390257031139,0,,2,,2.2648788984739,211.324155051533
89,13,3,29741,0,0.78700017758811,,1.63623671291611,,2,971.668020056202
90,4,3,136601,0.360370069742445,0.531501555500113,,3.87835150892573,,3.95143184086665,97.4170962257351
91,11,3,589341,0,1,,3.86507099462063,,4.05353599462063,151.351020275627
92,12,3,2086845,0,1,,2.07704690024939,,2.12907590024939,68.1776776745744
93,12,3,979327,1,0.749803001269236,,4.03064132342255,,4.16502338242583,107.759621070787
94,11,3,2103514,0.14891230120034,0,,1,,1.09870234930621,79.1135325666431
95,11,3,690613,0,1,,3.57143449025615,,3.76377349025615,256.642147819053
96,12,3,2086835,1,0.514825622430027,,2.32878459970286,,2.55798485706194,306.070979710413
97,14,3,2856829,0,1,,1.76919689335887,,1.93282489335887,218.376124605858
98,4,3,213443,0.891738552204005,0.565021892783861,,3.61650332813053,,3.72445835360278,288.041206148816
99,13,3,2948129,1,0.908568875319869,,3.23850971291611,,3.24731398163606,23.5193684248788
100,7,3,155383,0,0.0369074627318759,,4.7025829760824,,4.72524371531022,18.1655899983706
101,14,3,2101880,0.613635565401619,0,,1.01190145852026,,1.27787872616577,213.106886475084
102,11,3,2280760,0.81394501841201,1,,1.67186547436284,,1.6772145550835,13.7001406544981
103,7,3,1804032,0,0.425170283341352,,2.53024028062925,,2.56382278062925,116.561299634052
104,15,3,2705427,0.801561730832054,0.831223239311742,,1.65566357474573,,1.65949907474573,3.06805659787805
105,7,3,249791,0,0.0886867491019005,,0.32506914729168,,0.401282193819148,61.0978479775503
106,15,3,1540425,1,0,,1.36519270146056,,1.48613270146056,161.576541662227
107,5,3,983806,0.0996571508622055,0.30278297849228,,1.44887030333777,,1.61048818059495,215.093489985146
108,11,3,562555,1,0,,2.61426440550405,,2.62462540550405,33.2922496266063
109,10,3,979689,0.694808878342491,0.449464759550512,,1.71043407586048,,2,231.333648530635
110,11,3,2750314,0,0.0978426172590321,,2.68956160413561,,2.74565947305585,75.0446617097546
111,1,3,2550368,0,1,,3.53208137648235,,3.62106537648235,71.3966707057381
112,8,3,2514913,0.205643859300248,1,,1,,1.22863476184077,183.04579090239
113,11,3,1408102,0.986096734886301,0.986551159577135,,2.61241499923669,,2.61267091304558,0.341739669040806
114,7,3,2108266,0.846078497038193,0,,1.30452949566979,,1.79664597700107,395.120114291388
115,13,3,906095,0,0.982752202823378,,2.00183758096738,,2.07359912956974,95.7090610600071
116,11,3,1391552,0.281750095577449,1,,1,,1.22926177824216,305.354850186435
117,11,3,2085914,0.248711787080066,0.165647335300876,,2.26944482606639,,2.27522478287899,7.73604799829959
118,4,3,1254509,0.591533251187171,0.599496889405041,,1.98676108855385,,2,10.6070309681702
119,11,3,442017,1,0.960876579725741,,2.4720721863858,,2.4723631863858,0.77772013588866
120,8,3,1224780,0,1,,3.41757023123661,,3.55298523123661,108.615699377874
121,14,3,2087084,0.176461191088381,0.18301982463678,,2.28597431636349,,2.29111454046891,4.11691923744337
122,13,3,671178,0,0.304681913084927,,1.90246639448692,,1.91414028198677,15.5714995877372
123,15,3,1407099,0,0.333924952962913,,3.95279257002522,,3.9581717670925,7.17648101702625
124,6,3,765841,0.576680526969427,0,,1.17371606299591,,1.64422566818658,628.034631008355
125,1,3,119878,0,0.5,,3.48460746734448,,3.50552696734448,27.9523676833595
126,14,3,2108873,0,1,,2.53791625642047,,2.59083425642047,70.1589606727487
127,11,3,1180049,1,0.679492691351857,,2.15737466266605,,2.22394435117958,176.442927525122
128,1,3,2280841,1,0.768952663253396,,3.17954246734448,,3.19497596734448,20.5718305505648
129,12,3,494041,0.737686768679557,0.817162506240106,,3.26813397577234,,3.31709508337226,65.5204741617158
130,12,3,481309,1,0.42603895893388,,4.56759841425826,,5,344.95380523529
131,13,3,231099,1,0.633586147447994,,1.04390271291611,,1.26530901614837,177.401613393498
132,12,3,2735088,0.471080050358214,1,,2.50649500729198,,2.63036911733798,165.699274460374
133,7,3,588782,0.318635382714548,0.108855515990459,,5,,5.38533016237468,103.096862184304
134,15,3,2368459,1,0.159877994178242,,4.1937571437401,,4.48931962648624,236.530511346258
135,11,3,1045992,0.735770991791595,0.635304251379161,,1.64179472752432,,1.81442743084219,138.421158076702
136,2,3,1722138,0.780517505011999,0.5,,1.67436251669619,,1.75365107000533,18.6690389032344
137,15,3,796056,0,0.563819914758962,,2.33807287448714,,2.41671222091806,104.631863080712
138,11,3,986520,0.607549262988483,0.979187542528107,,2,,2.11544831662415,92.5644056950608
139,15,3,2477652,1,0.891663985857501,,3.95279257002522,,3.9637872670925,14.7009755594394
140,13,3,1159723,1,0,,2.75401136045019,,2.81746836045019,84.7751508594989
141,2,3,1108979,0,0.202872018175024,,0.9223718337334,,1,103.530730570248
142,4,3,1802324,0.502385450573492,0.863710357273367,,4.13119199416858,,4.55224282397123,336.460682108511
143,2,3,1173028,0.690055966755521,0,,1.41328232420849,,1.74294552143048,263.099188617503
144,11,3,1757607,1,0,,2.83066072896764,,2.91461072896764,112.364639568111
145,2,3,1687499,0.774140511979254,0.864865662705172,,1.02942950490434,,1.0923644532611,83.9234077320751
146,8,3,1193187,1,0,,1.71839423815923,,1.93965623815923,294.576322118244
147,12,3,545872,0.234940545026511,0.520869357241774,,2.3465449797901,,2.60305486244535,205.744027578633
148,1,3,1182705,0,1,,3.72462326862148,,3.87456926862148,198.324198744531
149,1,3,1140099,1,0,,2.31367139971079,,2.35411839971079,108.103652028423
150,8,3,2506440,0,0.514095784299123,,1.07369476184077,,1.10130376184077,36.9222846540904
151,5,3,2703673,1,0,,1.29532587491302,,1.37728487491302,64.5972177995988
152,14,3,303171,0.452694905036019,0.190352457775855,,2.12314553150293,,2.20103526643692,62.116330264534
153,4,3,559578,0.518296983222886,0.0306563443206548,,1.85933713186482,,2,112.289284295855
154,12,3,2086822,1,0.861608592501953,,2.61626700516166,,2.63937795503961,20.8940086423879
155,13,3,287164,1,0.895878438403268,,3.38114571291611,,3.4001270735952,15.2182207947836
156,6,3,2675180,1,0,,1.6257725555695,,1.6875905555695,81.6263298346655
157,14,3,155393,1,0,,1.95675210664113,,1.96582710664113,24.2877799685765
158,6,3,305512,0.871146659910227,0.113664628560166,,2,,2.62254872717755,829.543149300425
159,6,3,818720,1,0.412034494388138,,1.65178274894385,,1.76382369179673,89.772158738612
160,4,3,1127163,0.498685382399697,0.315935319444809,,3.41872162669346,,3.50086777999168,60.6492965425432
161,11,3,1045985,0,0.130590623585671,,0.90064769830101,,1,79.7614322368429
162,9,3,144026,1,0,,2.08814123947813,,2.36198923947813,35.1108380547546
163,1,3,1182706,1,0.656891949231551,,3.80534701916399,,3.92811313837724,163.770728987403
164,12,3,1157289,0.779233941123474,1,,4.04366010728152,,4.06169382433296,13.4751023689829
165,11,3,2378979,0,0.62684600984538,,3.1476437529564,,3.1566847529564,12.0866328244137
166,12,3,849558,0.427667425235847,0.0276476947305066,,3.28787809914018,,3.42762299189357,111.551061599762
167,15,3,819181,1,0.59464836443367,,0.770081829731328,,0.862277843185983,73.8032110981763
168,13,3,941553,1,0,,1.62801771291611,,1.73185371291611,138.399822562268
169,3,3,2502248,0.695093456238373,1,,1.77135994158908,,1.83495125035601,84.8201786289754
170,4,3,1182563,0.213758643480633,0.42940543034743,,1.83384046778654,,1.96814787440862,174.671150928655
171,14,3,1201131,0.826394284651035,0.431117762762554,,1,,1.15241467407498,122.203056086944
172,9,3,19780,0,0.433129425649095,,2.98114412150772,,3.20134712150772,705.04189392145
173,14,3,2720363,0,0.641101854925246,,3.94734346697511,,4.28987393043199,91.5317362485694
174,13,3,73739,0.815668368259029,1,,1.58150206571913,,1.7381365794696,209.232142048039
175,15,3,2671787,1,0,,2.06773406278109,,2.13523006278109,90.1252342628369
176,2,3,143617,1,0.909623015554603,,1.85252780751615,,2,118.201676750102
177,12,3,988508,1,0.994487800851429,,1.9557456113649,,1.96774562481375,9.62453759708172
178,5,3,1789012,0.615886150996966,0.833792047019509,,1.25932805001056,,1.27695184306907,23.5451624762798
179,8,3,220824,0,0.223297156554642,,1.94433313535671,,2,44.6428906517869
180,1,3,606421,0,0.373281100095994,,3.07722501916399,,3.07955951916399,6.2287421875787
181,2,3,602631,1,0,,2.20665057897565,,2.30716457897565,55.2106159042052
182,13,3,204023,0.465524268791799,0.387720321193471,,4.11878978866867,,4.18847481653117,55.8413207300992
183,9,3,1637112,0.592862957156769,1,,2.03100122657865,,2.1170451620761,45.9068918941049
184,11,3,2780369,0,1,,3.39729255921939,,3.40892955921939,14.5822635658562
185,11,3,2644781,0,0.748578394340699,,3.01219065816804,,3.41958274051453,326.949483751747
186,11,3,749685,0,0.205500875574092,,3.23378016831938,,3.39654734231871,130.398994148924
187,1,3,1590154,0,1,,1.79366646734448,,1.90704746734448,88.7529529683256
188,1,3,2613615,1,0.706762750051623,,3.19795401916399,,3.37606427212188,237.608395604944
189,10,3,2500395,0,1,,1.38485376326722,,1.38485376326722,7.5333517442211
190,11,3,2104012,1,0.192434960538748,,2.71845373303553,,3.32472511076067,485.273046908498
191,12,3,857579,0.433381655905887,0.528832950140608,,3.01268236462751,,3.17571222066747,129.261771729415
192,8,3,1146599,0,0.343111257377293,,3.40169685173683,,3.44374479321716,33.7101504609247
193,8,3,2506484,1,0,,0.183308238159235,,0.202233238159235,25.3165384687713
194,13,3,29741,0.78700017758811,1,,2,,2.09845171291611,262.979802359103
195,12,3,2761950,0.103373632298625,1,,2.54145472811837,,2.57268870763724,82.6493553417217
196,11,3,493527,0.614957953982178,0.156353604553334,,3.30519362023125,,3.75569213778394,361.336631518641
197,8,3,339945,0,0.364411954192971,,3.52072424459396,,3.57210232160367,68.6722059303928
198,12,3,481197,0.557092641645531,0.625924280993583,,4.27808418201377,,4.37999424228332,81.9533856858126
199,11,3,1179883,0.795836884599522,0.697264326227769,,1,,1.06795335885497,53.4455075964557
200,11,3,928607,0.167797531761968,0.970246540616583,,2.3950911863858,,2.46982727482548,99.5482868980748
201,2,3,1062571,0,1,,0.750882140659271,,0.881299140659271,104.315192604108
202,13,3,2145442,1,0.728267221901853,,0.625698287083889,,0.701345703445853,201.407464204796
203,13,3,2478220,0,1,,2.48757371291611,,2.63905871291611,404.943364521048
204,6,3,908232,0,0.530301897356429,,1.91312541287317,,2,115.928926470486
205,15,3,795283,0,0.886477747022096,,1.5595024200193,,1.71950544801256,126.359431208775
206,12,3,2777809,0,1,,2.79643470763724,,2.82175070763724,67.6826869056327
207,8,3,2478079,0,0.802084736222,,1.93521561585535,,2,172.40047156693
208,4,3,1860241,1,0.15522481811357,,0.831887514187999,,0.934108690296984,272.904697550182
209,11,3,956541,0.98272595108421,0.991349639612028,,1.41021166930011,,1.41949604447711,7.44773917940166
210,12,3,849716,1,0.686130872718599,,2.27353215412264,,2.32931642798349,74.5643202214208
211,11,3,441999,1,0.673387032881953,,2.9122141863858,,2.93844578022692,56.1544035953153
212,9,3,1187088,0.774213265580809,0.637217875478366,,2.42004465985209,,2.56818517292093,195.979228873686
213,4,3,1182563,0.480547870748998,0.58165035534159,,2,,2.06296784063408,83.9598651567728
214,15,3,136123,0,0.296468472784655,,4.24241534489837,,4.39745145746179,124.265183231146
215,11,3,853364,1,0,,2.08828222175784,,2.24356922175784,207.746218322368
216,15,3,2705422,0.230737199940482,0.481801168313159,,1.49293935484133,,1.62601355170155,177.416884621245
217,11,3,1812440,1,0,,2.65021477824216,,2.69136877824216,110.238356782086
218,9,3,1186986,0,0.598890094926284,,2.41384531926158,,2.54959453929833,181.341726894931
219,2,3,1202221,0.650205791447314,0.511987004248768,,1,,1.26597275358072,70.4503810989362
220,11,3,690600,0.551940868881229,0.664847327802541,,3.69546140429662,,3.79746200253781,81.8975831688067
221,12,3,2086809,1,0.986242040975636,,2.21848229236276,,2.22686192125552,22.4041672354348
222,12,3,849711,0.783748017510707,0.945944726477866,,2.68306212641672,,2.77978310571131,258.675555315896
223,8,3,464369,0,1,,2.24578748041211,,2.26232348041211,22.0668840052025
224,11,3,2349036,0,1,,1.8431991863858,,1.9260071863858,219.64247817799
225,2,3,143617,0.360519853148544,0.34095762231148,,2,,2.03192057235722,25.584924485636
226,12,3,890841,0,1,,1.87671809371707,,1.90361109371707,36.0239274032537
227,8,3,434725,0,1,,4.68514350443122,,4.74299350443122,77.3383989058008
228,9,3,2275985,0,1,,1.71984882755657,,1.74631482755657,32.7857730555289
229,4,3,1793074,0,1,,4.20523903484354,,4.28440503484354,84.5584669189638
230,12,3,984180,0.300931081689704,0,,3.60422471718022,,3.6352609433592,41.5385530226953
231,13,3,1887787,1,0.896036161335203,,3.81456058654745,,3.81530808654745,1.99386980693724
232,4,3,2825644,1,0,,1.59682743905433,,1.70374243905433,284.707346953535
233,11,3,909301,0.526689981987276,0.654390745222369,,2.6942063217782,,2.78729864576743,124.467328512404
234,1,3,2087137,0.387447946679653,0,,1.28243356259016,,1.32998039971079,63.2168219796861
235,11,3,2482181,1,0,,1.3755011863858,,1.4714431863858,256.782937941983
236,11,3,1172347,0.15032583710119,0.948033448018357,,2.68624899752306,,2.82732837475942,112.808087194304
237,13,3,1860237,0,1,,2.40981571291611,,2.43767571291611,37.1167638178791
238,11,3,751399,0,1,,1.91851266020051,,1.93927966020051,55.4721607114502
239,15,3,2182792,0,0.030056707223932,,1.85718192666154,,1.86262600787089,14.5491708880084
240,13,3,1318000,0.448709168589532,0.736031098179461,,3.42770871291611,,3.45494022343686,31.6938088195293
241,11,3,2107139,0.560192797982907,0.720403342193828,,1.92042598605914,,2,63.8077970405819
242,12,3,979431,1,0.807432228803297,,2.02262070763724,,2.12972478373137,143.157549433743
243,8,3,2484154,1,0,,2.15122223815923,,2.18622723815923,46.6962733469976
244,11,3,1045641,0.480695237941597,0.107069912648693,,2.85534803750858,,2.94895052212759,125.261956623477
245,11,3,749855,0,1,,2.00044977824216,,2.05799477824216,76.7303925263018
246,4,3,559356,0.600767330413322,1,,0.698916096776657,,0.820187411722976,161.367828316808
247,8,3,2257290,1,0,,0.954866238159235,,0.978555238159235,63.1811380429361
248,11,3,2195201,1,0.897919486110666,,2.20430466020051,,2.24616900183218,55.9555093264252
249,13,3,303235,0.641180635726858,0.22205533766375,,1.21450171833348,,1.38212836654204,223.743223684248
250,11,3,589316,1,0.922984803142709,,3.27641447579848,,3.30199114565959,20.5421350078936
251,2,3,814332,0.50507490694938,1,,0.586064191578808,,0.712130521430476,167.965088316665
252,11,3,1299675,1,0.502077039274923,,2.14802422175784,,2.15461672175784,3.52682298913138
253,6,3,877378,1,0.358131073215109,,1.69019417313329,,1.86691224231785,233.002981156322
254,11,3,1466786,0,1,,2.40415804872132,,2.53861004872132,359.078638472383
255,1,3,1149659,0.945954886406964,0.966442340130603,,2.28262476437009,,2.29146745670901,7.07868883964234
256,2,3,402798,0.389571791156401,1,,2.0848237265903,,2.1944077986419,146.132108368326
257,1,3,916753,1,0.938330803858454,,2.86391819020156,,2.87324873957778,12.4555681256247
258,6,3,1382038,0,1,,0.910407555569502,,0.985217555569502,99.4703505111073
259,9,3,162864,1,0,,3.96817712150772,,4.00343012150772,94.0701884760874
260,11,3,2101805,1,0,,1.53093319193943,,1.90717619193943,299.762622785999
261,12,3,588947,1,0.563458721746365,,3.85284125374971,,4.21186371451746,280.787734643539
262,14,3,302990,0,0.984769205621684,,2.37202307561751,,2.81131581624567,351.453818406806
263,8,3,464909,0,1,,3.00553961585535,,3.09484561585535,191.014492504142
264,11,3,2215547,0,1,,2.16480277824216,,2.27834777824216,303.970452893089
265,10,3,138099,1,0.842703024995587,,0.417251970752679,,0.54526465332657,170.780748008087
266,5,3,2302884,0.849987486535152,0.611251398983569,,1.71073359325337,,1.81972282435895,87.3685721164435
267,11,3,2688183,0.164569314226339,0.0376032002518832,,2.30156696334077,,2.32341732369131,29.2030038908441
268,14,3,2273739,1,0.986351548128114,,3.50442489335888,,3.5079205075554,2.58744497220356
269,14,3,17303,1,0.0353249594507954,,3.10057189335887,,3.15172089335887,68.3261609296197
270,11,3,1254135,1,0,,3.47249909123529,,3.53940709123529,177.383396114896
271,14,3,2676507,0,0.201984396197734,,1.34206889335887,,1.37295856905379,41.2703778768799
272,2,3,453939,1,0.737637463026269,,1.37156759385798,,1.6565426331684,76.1186373200409
273,9,3,2470859,0.478845194641692,0.636449102305978,,2,,2.09815524088159,78.5766027981212
274,8,3,2446938,0,0.230832452209786,,0.877572238159235,,1,163.746148186145
275,3,3,135038,1,0,,2.18370394158908,,2.64664794158908,123.422839576509
276,8,3,213580,0,1,,2.26521923815923,,2.36971923815923,139.348952024493
277,2,3,105006,0,0.701478667870782,,0.721269807516146,,0.874251782798745,122.369709026467
278,6,3,793709,1,0.88311479927029,,1.79628046824755,,1.83195570167347,47.5472312426096
279,9,3,2109312,0.227160135904053,0.176405159228999,,1,,1.05642100849617,45.1628980267134
280,8,3,2475245,1,0,,1.71984423815923,,1.73272423815923,17.1815093082906
281,5,3,17336,0.180409538551705,0.174871769280037,,0.994091615519826,,1,4.71568390767967
282,2,3,453964,0.14872749527718,0.140802165818408,,2.02760841702551,,2.03251739779359,3.93356413404206
283,12,3,2086834,0,0.597176694326752,,3.05069049444464,,3.13327585103317,110.584965946893
284,2,3,1070416,1,0.867674161163337,,2.11700397316358,,2.20071435741836,65.3716522301198
285,11,3,2482254,1,0.910727178507199,,2.55675593022424,,2.55945545107336,7.21070682170591
286,11,3,865322,0,1,,2.31170277824216,,2.35893977824216,126.470998467365
287,11,3,2683141,0,1,,1.58610477824216,,1.62899977824216,113.522199257213
288,1,3,2087647,0.416877590676983,0,,2,,2.11315058317191,90.6052584065278
289,2,3,1070418,0.834606867354768,0.777774790704478,,2,,2.20646610374399,164.965715240888
290,15,3,2705403,0.35370367453208,0.548171105207315,,2.01073828448331,,2.25148974152897,192.280607284737
291,11,3,2085855,0.303653333866921,0.139831717438511,,1.78763159159162,,1.80320119801698,41.6893486102614
292,4,3,1780268,0,0.132240976497542,,1.92517117896691,,2,99.9299837124676
293,1,3,2478759,0,0.314240518971971,,2.38655476437009,,2.39205711585728,7.3468874486899
294,15,3,926534,0,0.372984393285238,,2.45247641223686,,2.69399686134282,191.926041065349
295,8,3,1364935,0.439123487633712,1,,5.51396241921532,,5.67415323815924,138.376603983802
296,6,3,1073120,0,0.0412107238673762,,2.12388966818657,,2.12597167516708,1.66590894249914
297,1,3,2505758,1,0.941844259233297,,2.16495871662475,,2.1777480945112,10.2491925888393
298,5,3,793765,0.76707488291267,1,,2,,2.06704120597543,53.6428993647555
299,11,3,1045982,0.842245600225543,0.818889972745914,,0.956481786295993,,1,34.9147652722101
300,11,3,553459,0,0.473504243795248,,2.42881086917739,,2.72496504546762,237.415019070715
301,12,3,853868,1,0.975928547198601,,2.97232470763724,,2.98017156796435,20.9785855586957
302,12,3,428331,0,0.0374651442879692,,3.18031387310086,,3.2002778496073,26.7533216069626
303,15,3,2257218,0,0.127936912278798,,2.05151996415978,,2.06096196415978,12.6038565050741
304,3,3,1001930,0.664783366234854,0.341725741280372,,3.34357925035601,,3.95574954338051,163.538426365792
305,4,3,1113427,0,1,,3.7052392779909,,4.4935062779909,208.910895886083
306,10,3,1291374,0.636952201289902,1,,0.913837144169669,,0.961107782800718,62.9603847187407
307,11,3,1184143,0.120099590320985,0.367799301023189,,3.25397727457921,,3.60969833371922,282.813222662139
308,3,3,2256296,0,1,,2.6660272408968,,2.7041002408968,29.9610232073833
